date,COMP_AD_2022_Q3,meta
2022-09-19 23:59:59,0.0,c
2022-09-20 00:00:00,0.0,
2022-09-20 10:00:00,0.0,
2022-09-20 10:30:00,0.0,
2022-09-20 12:00:00,0.0,
2022-09-20 13:30:00,0.0,
2022-09-20 15:00:00,0.0,
2022-09-20 15:30:30,0.0,
2022-09-20 23:59:59,0.0,c
2022-09-21 00:00:00,0.0,
2022-09-21 10:00:00,0.0,
2022-09-21 10:30:00,0.0,
2022-09-21 12:00:00,0.0,
2022-09-21 13:30:00,0.0,
2022-09-21 15:00:00,0.0,
2022-09-21 15:30:30,0.0,
2022-09-21 23:59:59,0.0,c
2022-09-22 00:00:00,0.0,
2022-09-22 10:00:00,0.0,
2022-09-22 10:30:00,0.0,
2022-09-22 12:00:00,0.0,
2022-09-22 13:30:00,0.0,
2022-09-22 15:00:00,0.0,
2022-09-22 15:30:30,0.0,
2022-09-22 23:59:59,0.0,c
2022-09-23 00:00:00,0.0,
2022-09-23 10:00:00,0.0,
2022-09-23 10:30:00,0.0,
2022-09-23 12:00:00,0.0,
2022-09-23 13:30:00,0.0,
2022-09-23 15:00:00,0.0,
2022-09-23 15:30:30,0.0,
2022-09-23 23:59:59,0.0,w
2022-09-26 00:00:00,0.0,
2022-09-26 10:00:00,0.0,
2022-09-26 10:30:00,0.0,
2022-09-26 12:00:00,0.0,
2022-09-26 13:30:00,0.0,
2022-09-26 15:00:00,0.0,
2022-09-26 15:30:30,0.0,
2022-09-26 23:59:59,0.0,c
2022-09-27 00:00:00,0.0,
2022-09-27 10:00:00,0.0,
2022-09-27 10:30:00,0.0,
2022-09-27 12:00:00,0.0,
2022-09-27 13:30:00,0.0,
2022-09-27 15:00:00,0.0,
2022-09-27 15:30:30,0.0,
2022-09-27 23:59:59,0.0,c
2022-09-28 00:00:00,0.0,
2022-09-28 10:00:00,0.0,
2022-09-28 10:30:00,0.0,
2022-09-28 12:00:00,0.0,
2022-09-28 13:30:00,0.0,
2022-09-28 15:00:00,0.0,
2022-09-28 15:30:30,0.0,
2022-09-28 23:59:59,0.0,c
2022-09-29 00:00:00,0.0,
2022-09-29 10:00:00,0.0,
2022-09-29 10:30:00,0.0,
2022-09-29 12:00:00,0.0,
2022-09-29 13:30:00,0.0,
2022-09-29 15:00:00,0.0,
2022-09-29 15:30:30,0.0,
2022-09-29 23:59:59,0.0,c
2022-09-30 00:00:00,0.0,
2022-09-30 10:00:00,0.0,
2022-09-30 10:30:00,0.0,
2022-09-30 12:00:00,0.0,
2022-09-30 13:30:00,0.0,
2022-09-30 15:00:00,0.0,
2022-09-30 15:30:30,0.0,
2022-09-30 23:59:59,0.0,w
2022-10-03 00:00:00,0.0,
2022-10-03 10:00:00,0.0,
2022-10-03 10:30:00,0.0,
2022-10-03 12:00:00,0.0,
2022-10-03 13:30:00,0.0,
2022-10-03 15:00:00,0.0,
2022-10-03 15:30:30,0.0,
2022-10-03 23:59:59,0.0,c
2022-10-04 00:00:00,0.0,
2022-10-04 10:00:00,0.0,
2022-10-04 10:30:00,0.0,
2022-10-04 12:00:00,0.0,
2022-10-04 13:30:00,0.0,
2022-10-04 15:00:00,0.0,
2022-10-04 15:30:30,0.0,
2022-10-04 23:59:59,0.0,c
2022-10-05 00:00:00,0.0,
2022-10-05 10:00:00,0.0,
2022-10-05 10:30:00,0.0,
2022-10-05 12:00:00,0.0,
2022-10-05 13:30:00,0.0,
2022-10-05 15:00:00,0.0,
2022-10-05 15:30:30,0.0,
2022-10-05 23:59:59,0.0,c
2022-10-06 00:00:00,0.0,
2022-10-06 10:00:00,0.0,
2022-10-06 10:30:00,0.0,
2022-10-06 12:00:00,0.0,
2022-10-06 13:30:00,0.0,
2022-10-06 15:00:00,0.0,
2022-10-06 15:30:30,0.0,
2022-10-06 23:59:59,0.0,c
2022-10-07 00:00:00,0.0,
2022-10-07 10:00:00,0.0,
2022-10-07 10:30:00,0.0,
2022-10-07 12:00:00,0.0,
2022-10-07 13:30:00,0.0,
2022-10-07 15:00:00,0.0,
2022-10-07 15:30:30,0.0,
2022-10-07 23:59:59,0.0,w
2022-10-10 00:00:00,0.0,
2022-10-10 10:00:00,0.0,
2022-10-10 10:30:00,0.0,
2022-10-10 12:00:00,0.0,
2022-10-10 13:30:00,0.0,
2022-10-10 15:00:00,0.0,
2022-10-10 15:30:30,0.0,
2022-10-10 23:59:59,0.0,c
2022-10-11 00:00:00,0.0,
2022-10-11 10:00:00,0.0,
2022-10-11 10:30:00,0.0,
2022-10-11 12:00:00,0.0,
2022-10-11 13:30:00,0.0,
2022-10-11 15:00:00,0.0,
2022-10-11 15:30:30,0.0,
2022-10-11 23:59:59,0.0,c
2022-10-12 00:00:00,0.0,
2022-10-12 10:00:00,0.0,
2022-10-12 10:30:00,0.0,
2022-10-12 12:00:00,0.0,
2022-10-12 13:30:00,0.0,
2022-10-12 15:00:00,0.0,
2022-10-12 15:30:30,0.0,
2022-10-12 23:59:59,0.0,c
2022-10-13 00:00:00,0.0,
2022-10-13 10:00:00,0.0,
2022-10-13 10:30:00,0.0,
2022-10-13 12:00:00,0.0,
2022-10-13 13:30:00,0.0,
2022-10-13 15:00:00,0.0,
2022-10-13 15:30:30,0.0,
2022-10-13 23:59:59,0.0,c
2022-10-14 00:00:00,0.0,
2022-10-14 10:00:00,0.0,
2022-10-14 10:30:00,0.0,
2022-10-14 12:00:00,0.0,
2022-10-14 13:30:00,0.0,
2022-10-14 15:00:00,0.0,
2022-10-14 15:30:30,0.0,
2022-10-14 23:59:59,0.0,w
