date,R2_STAY_2022_Q3,meta
2022-07-27 15:30:30,-98.03057826257321,
2022-07-27 23:59:59,-86.10902506637564,c
2022-07-28 00:00:00,-102.41508278066271,
2022-07-28 10:00:00,-76.4474754587718,
2022-07-28 10:30:00,-89.12667262565071,
2022-07-28 12:00:00,-61.292132301508076,
2022-07-28 13:30:00,-78.65973466742614,
2022-07-28 15:00:00,-83.36098276263041,
2022-07-28 15:30:30,-83.36098276263041,
2022-07-28 23:59:59,-67.06971883131376,c
2022-07-29 00:00:00,-71.82473636523898,
2022-07-29 10:00:00,-60.53353021730453,
2022-07-29 10:30:00,-41.85887497495102,
2022-07-29 12:00:00,-32.45902426234562,
2022-07-29 13:30:00,-34.71081653430787,
2022-07-29 15:00:00,-9.101193506676907,
2022-07-29 15:30:30,-9.101193506676907,
2022-07-29 23:59:59,-7.764051922603812,w
2022-08-01 00:00:00,4.322022176461189,
2022-08-01 10:00:00,-73.56055697542294,
2022-08-01 10:30:00,-71.25708867284638,
2022-08-01 12:00:00,-94.28146171287813,
2022-08-01 13:30:00,-82.09720180056749,
2022-08-01 15:00:00,-111.74501480854266,
2022-08-01 15:30:30,-111.74501480854266,
2022-08-01 23:59:59,-100.95590194335708,c
2022-08-02 00:00:00,-125.19037736027991,
2022-08-02 10:00:00,-46.345892966243525,
2022-08-02 10:30:00,-28.821496793533157,
2022-08-02 12:00:00,-26.084988267613795,
2022-08-02 13:30:00,9.939749646711874,
2022-08-02 15:00:00,17.607001680383547,
2022-08-02 15:30:30,17.607001680383547,
2022-08-02 23:59:59,33.13513200279772,c
2022-08-03 00:00:00,30.84595282921086,
2022-08-03 10:00:00,50.41927293384113,
2022-08-03 10:30:00,48.30920859243122,
2022-08-03 12:00:00,39.19901299091764,
2022-08-03 13:30:00,57.84152147781754,
2022-08-03 15:00:00,27.827649768968158,
2022-08-03 15:30:30,27.827649768968158,
2022-08-03 23:59:59,40.955612619314834,c
2022-08-04 00:00:00,34.42047684283136,
2022-08-04 10:00:00,47.47680651999994,
2022-08-04 10:30:00,58.390754943367085,
2022-08-04 12:00:00,26.08514404160006,
2022-08-04 13:30:00,35.063862116628826,
2022-08-04 15:00:00,24.32746449728127,
2022-08-04 15:30:30,24.32746449728127,
2022-08-04 23:59:59,33.99827465313625,c
2022-08-05 00:00:00,38.42464593814188,
2022-08-05 10:00:00,20.54342773131728,
2022-08-05 10:30:00,19.905335356380576,
2022-08-05 12:00:00,-24.993502463720716,
2022-08-05 13:30:00,-37.42068759113516,
2022-08-05 15:00:00,-17.927410195360494,
2022-08-05 15:30:30,-17.927410195360494,
2022-08-05 23:59:59,-20.14889947125701,w
2022-08-08 00:00:00,-6.682397277299884,
2022-08-08 10:00:00,-35.95511653437566,
2022-08-08 10:30:00,-68.01128350306715,
2022-08-08 12:00:00,-20.287335274667612,
2022-08-08 13:30:00,-31.501683471252335,
2022-08-08 15:00:00,-35.236806184665596,
2022-08-08 15:30:30,-35.236806184665596,
2022-08-08 23:59:59,-44.915532573079815,c
2022-08-09 00:00:00,-55.83297961147008,
2022-08-09 10:00:00,-59.381785105088056,
2022-08-09 10:30:00,-84.6134378850098,
2022-08-09 12:00:00,-20.496378123586197,
2022-08-09 13:30:00,3.521225074121503,
2022-08-09 15:00:00,-9.395885527693537,
2022-08-09 15:30:30,-9.395885527693537,
2022-08-09 23:59:59,-8.05642079266201,c
2022-08-10 00:00:00,-63.085330302938814,
2022-08-10 10:00:00,-52.91314191778815,
2022-08-10 10:30:00,-45.515255532749734,
2022-08-10 12:00:00,-55.54528782311766,
2022-08-10 13:30:00,-34.685081998096166,
2022-08-10 15:00:00,29.05716428254911,
2022-08-10 15:30:30,29.05716428254911,
2022-08-10 23:59:59,59.92801460863144,c
2022-08-11 00:00:00,36.190872689725936,
2022-08-11 10:00:00,-43.84563442752324,
2022-08-11 10:30:00,-9.171217515706076,
2022-08-11 12:00:00,-26.06408054625956,
2022-08-11 13:30:00,-40.88937822364943,
2022-08-11 15:00:00,-33.73692419533694,
2022-08-11 15:30:30,-33.73692419533694,
2022-08-11 23:59:59,-44.25776786605118,c
2022-08-12 00:00:00,-39.617490531556655,
2022-08-12 10:00:00,-81.43348922335949,
2022-08-12 10:30:00,-62.2446464252987,
2022-08-12 12:00:00,-20.652987249934313,
2022-08-12 13:30:00,3.140246976926875,
2022-08-12 15:00:00,7.218076965897751,
2022-08-12 15:30:30,7.218076965897751,
2022-08-12 23:59:59,0.0,w
2022-08-15 00:00:00,0.0,
2022-08-15 10:00:00,0.0,
2022-08-15 10:30:00,0.0,
2022-08-15 12:00:00,0.0,
2022-08-15 13:30:00,0.0,
2022-08-15 15:00:00,0.0,
2022-08-15 15:30:30,0.0,
2022-08-15 23:59:59,0.0,c
2022-08-16 00:00:00,0.0,
2022-08-16 10:00:00,0.0,
2022-08-16 10:30:00,0.0,
2022-08-16 12:00:00,0.0,
2022-08-16 13:30:00,0.0,
2022-08-16 15:00:00,0.0,
2022-08-16 15:30:30,0.0,
2022-08-16 23:59:59,0.0,c
2022-08-17 00:00:00,0.0,
2022-08-17 10:00:00,0.0,
2022-08-17 10:30:00,0.0,
2022-08-17 12:00:00,0.0,
2022-08-17 13:30:00,0.0,
2022-08-17 15:00:00,0.0,
2022-08-17 15:30:30,0.0,
2022-08-17 23:59:59,0.0,c
2022-08-18 00:00:00,0.0,
2022-08-18 10:00:00,0.0,
2022-08-18 10:30:00,0.0,
2022-08-18 12:00:00,0.0,
2022-08-18 13:30:00,0.0,
2022-08-18 15:00:00,0.0,
2022-08-18 15:30:30,0.0,
2022-08-18 23:59:59,0.0,c
2022-08-19 00:00:00,0.0,
2022-08-19 10:00:00,0.0,
2022-08-19 10:30:00,0.0,
2022-08-19 12:00:00,0.0,
2022-08-19 13:30:00,0.0,
2022-08-19 15:00:00,0.0,
2022-08-19 15:30:30,0.0,
2022-08-19 23:59:59,0.0,a
2022-08-22 00:00:00,0.0,
2022-08-22 10:00:00,0.0,
2022-08-22 10:30:00,0.0,
2022-08-22 12:00:00,0.0,
2022-08-22 13:30:00,0.0,
2022-08-22 15:00:00,0.0,
2022-08-22 15:30:30,0.0,
2022-08-22 23:59:59,0.0,c
2022-08-23 00:00:00,0.0,
2022-08-23 10:00:00,0.0,
2022-08-23 10:30:00,0.0,
2022-08-23 12:00:00,0.0,
2022-08-23 13:30:00,0.0,
2022-08-23 15:00:00,0.0,
2022-08-23 15:30:30,0.0,
2022-08-23 23:59:59,0.0,c
2022-08-24 00:00:00,0.0,
2022-08-24 10:00:00,0.0,
2022-08-24 10:30:00,0.0,
2022-08-24 12:00:00,0.0,
2022-08-24 13:30:00,0.0,
2022-08-24 15:00:00,0.0,
2022-08-24 15:30:30,0.0,
2022-08-24 23:59:59,0.0,c
2022-08-25 00:00:00,0.0,
2022-08-25 10:00:00,0.0,
2022-08-25 10:30:00,0.0,
2022-08-25 12:00:00,0.0,
2022-08-25 13:30:00,0.0,
2022-08-25 15:00:00,0.0,
2022-08-25 15:30:30,0.0,
2022-08-25 23:59:59,0.0,c
2022-08-26 00:00:00,0.0,
2022-08-26 10:00:00,0.0,
2022-08-26 10:30:00,0.0,
2022-08-26 12:00:00,0.0,
2022-08-26 13:30:00,0.0,
2022-08-26 15:00:00,0.0,
2022-08-26 15:30:30,0.0,
2022-08-26 23:59:59,0.0,w
2022-08-29 00:00:00,0.0,
2022-08-29 10:00:00,0.0,
2022-08-29 10:30:00,0.0,
2022-08-29 12:00:00,0.0,
2022-08-29 13:30:00,0.0,
2022-08-29 15:00:00,0.0,
2022-08-29 15:30:30,0.0,
2022-08-29 23:59:59,0.0,c
2022-08-30 00:00:00,0.0,
2022-08-30 10:00:00,0.0,
2022-08-30 10:30:00,0.0,
2022-08-30 12:00:00,0.0,
2022-08-30 13:30:00,0.0,
2022-08-30 15:00:00,0.0,
2022-08-30 15:30:30,0.0,
2022-08-30 23:59:59,0.0,c
2022-08-31 00:00:00,0.0,
2022-08-31 10:00:00,0.0,
2022-08-31 10:30:00,0.0,
2022-08-31 12:00:00,0.0,
2022-08-31 13:30:00,0.0,
2022-08-31 15:00:00,0.0,
2022-08-31 15:30:30,0.0,
2022-08-31 23:59:59,0.0,c
2022-09-01 00:00:00,0.0,
2022-09-01 10:00:00,0.0,
2022-09-01 10:30:00,0.0,
2022-09-01 12:00:00,0.0,
2022-09-01 13:30:00,0.0,
2022-09-01 15:00:00,0.0,
2022-09-01 15:30:30,0.0,
2022-09-01 23:59:59,0.0,c
2022-09-02 00:00:00,0.0,
2022-09-02 10:00:00,0.0,
2022-09-02 10:30:00,0.0,
2022-09-02 12:00:00,0.0,
2022-09-02 13:30:00,0.0,
2022-09-02 15:00:00,0.0,
2022-09-02 15:30:30,0.0,
2022-09-02 23:59:59,0.0,w
2022-09-05 00:00:00,0.0,
2022-09-05 10:00:00,0.0,
2022-09-05 10:30:00,0.0,
2022-09-05 12:00:00,0.0,
2022-09-05 13:30:00,0.0,
2022-09-05 15:00:00,0.0,
2022-09-05 15:30:30,0.0,
2022-09-05 23:59:59,0.0,c
2022-09-06 00:00:00,0.0,
2022-09-06 10:00:00,0.0,
2022-09-06 10:30:00,0.0,
2022-09-06 12:00:00,0.0,
2022-09-06 13:30:00,0.0,
2022-09-06 15:00:00,0.0,
2022-09-06 15:30:30,0.0,
2022-09-06 23:59:59,0.0,c
2022-09-07 00:00:00,0.0,
2022-09-07 10:00:00,0.0,
2022-09-07 10:30:00,0.0,
2022-09-07 12:00:00,0.0,
2022-09-07 13:30:00,0.0,
2022-09-07 15:00:00,0.0,
2022-09-07 15:30:30,0.0,
2022-09-07 23:59:59,0.0,c
2022-09-08 00:00:00,0.0,
2022-09-08 10:00:00,0.0,
2022-09-08 10:30:00,0.0,
2022-09-08 12:00:00,0.0,
2022-09-08 13:30:00,0.0,
2022-09-08 15:00:00,0.0,
2022-09-08 15:30:30,0.0,
2022-09-08 23:59:59,0.0,c
2022-09-09 00:00:00,0.0,
2022-09-09 10:00:00,0.0,
2022-09-09 10:30:00,0.0,
2022-09-09 12:00:00,0.0,
2022-09-09 13:30:00,0.0,
2022-09-09 15:00:00,0.0,
2022-09-09 15:30:30,0.0,
2022-09-09 23:59:59,0.0,w
2022-09-12 00:00:00,0.0,
2022-09-12 10:00:00,0.0,
2022-09-12 10:30:00,0.0,
2022-09-12 12:00:00,0.0,
2022-09-12 13:30:00,0.0,
2022-09-12 15:00:00,0.0,
2022-09-12 15:30:30,0.0,
2022-09-12 23:59:59,0.0,c
2022-09-13 00:00:00,0.0,
2022-09-13 10:00:00,0.0,
2022-09-13 10:30:00,0.0,
2022-09-13 12:00:00,0.0,
2022-09-13 13:30:00,0.0,
2022-09-13 15:00:00,0.0,
2022-09-13 15:30:30,0.0,
2022-09-13 23:59:59,0.0,c
2022-09-14 00:00:00,0.0,
2022-09-14 10:00:00,0.0,
2022-09-14 10:30:00,0.0,
2022-09-14 12:00:00,0.0,
2022-09-14 13:30:00,0.0,
2022-09-14 15:00:00,0.0,
2022-09-14 15:30:30,0.0,
2022-09-14 23:59:59,0.0,c
2022-09-15 00:00:00,0.0,
2022-09-15 10:00:00,0.0,
2022-09-15 10:30:00,0.0,
2022-09-15 12:00:00,0.0,
2022-09-15 13:30:00,0.0,
2022-09-15 15:00:00,0.0,
2022-09-15 15:30:30,0.0,
2022-09-15 23:59:59,0.0,c
2022-09-16 00:00:00,0.0,
2022-09-16 10:00:00,0.0,
2022-09-16 10:30:00,0.0,
2022-09-16 12:00:00,0.0,
2022-09-16 13:30:00,0.0,
2022-09-16 15:00:00,0.0,
2022-09-16 15:30:30,0.0,
2022-09-16 23:59:59,0.0,e
2022-09-19 00:00:00,0.0,
2022-09-19 10:00:00,0.0,
2022-09-19 10:30:00,0.0,
2022-09-19 12:00:00,0.0,
2022-09-19 13:30:00,0.0,
2022-09-19 15:00:00,0.0,
2022-09-19 15:30:30,0.0,
2022-09-19 23:59:59,0.0,c
2022-09-20 00:00:00,0.0,
2022-09-20 10:00:00,0.0,
2022-09-20 10:30:00,0.0,
2022-09-20 12:00:00,0.0,
2022-09-20 13:30:00,0.0,
2022-09-20 15:00:00,0.0,
2022-09-20 15:30:30,0.0,
2022-09-20 23:59:59,0.0,c
2022-09-21 00:00:00,0.0,
2022-09-21 10:00:00,0.0,
2022-09-21 10:30:00,0.0,
2022-09-21 12:00:00,0.0,
2022-09-21 13:30:00,0.0,
2022-09-21 15:00:00,0.0,
2022-09-21 15:30:30,0.0,
2022-09-21 23:59:59,0.0,c
2022-09-22 00:00:00,0.0,
2022-09-22 10:00:00,0.0,
2022-09-22 10:30:00,0.0,
2022-09-22 12:00:00,0.0,
2022-09-22 13:30:00,0.0,
2022-09-22 15:00:00,0.0,
2022-09-22 15:30:30,0.0,
2022-09-22 23:59:59,0.0,c
2022-09-23 00:00:00,0.0,
2022-09-23 10:00:00,0.0,
2022-09-23 10:30:00,0.0,
2022-09-23 12:00:00,0.0,
2022-09-23 13:30:00,0.0,
2022-09-23 15:00:00,0.0,
2022-09-23 15:30:30,0.0,
2022-09-23 23:59:59,0.0,w
2022-09-26 00:00:00,0.0,
2022-09-26 10:00:00,0.0,
2022-09-26 10:30:00,0.0,
2022-09-26 12:00:00,0.0,
2022-09-26 13:30:00,0.0,
2022-09-26 15:00:00,0.0,
2022-09-26 15:30:30,0.0,
2022-09-26 23:59:59,0.0,c
2022-09-27 00:00:00,0.0,
2022-09-27 10:00:00,0.0,
2022-09-27 10:30:00,0.0,
2022-09-27 12:00:00,0.0,
2022-09-27 13:30:00,0.0,
2022-09-27 15:00:00,0.0,
2022-09-27 15:30:30,0.0,
2022-09-27 23:59:59,0.0,c
2022-09-28 00:00:00,0.0,
2022-09-28 10:00:00,0.0,
2022-09-28 10:30:00,0.0,
2022-09-28 12:00:00,0.0,
2022-09-28 13:30:00,0.0,
2022-09-28 15:00:00,0.0,
2022-09-28 15:30:30,0.0,
2022-09-28 23:59:59,0.0,c
2022-09-29 00:00:00,0.0,
2022-09-29 10:00:00,0.0,
2022-09-29 10:30:00,0.0,
2022-09-29 12:00:00,0.0,
2022-09-29 13:30:00,0.0,
2022-09-29 15:00:00,0.0,
2022-09-29 15:30:30,0.0,
2022-09-29 23:59:59,0.0,c
2022-09-30 00:00:00,0.0,
2022-09-30 10:00:00,0.0,
2022-09-30 10:30:00,0.0,
2022-09-30 12:00:00,0.0,
2022-09-30 13:30:00,0.0,
2022-09-30 15:00:00,0.0,
2022-09-30 15:30:30,0.0,
2022-09-30 23:59:59,0.0,w
2022-10-03 00:00:00,0.0,
2022-10-03 10:00:00,0.0,
2022-10-03 10:30:00,0.0,
2022-10-03 12:00:00,0.0,
2022-10-03 13:30:00,0.0,
2022-10-03 15:00:00,0.0,
2022-10-03 15:30:30,0.0,
2022-10-03 23:59:59,0.0,c
2022-10-04 00:00:00,0.0,
2022-10-04 10:00:00,0.0,
2022-10-04 10:30:00,0.0,
2022-10-04 12:00:00,0.0,
2022-10-04 13:30:00,0.0,
2022-10-04 15:00:00,0.0,
2022-10-04 15:30:30,0.0,
2022-10-04 23:59:59,0.0,c
2022-10-05 00:00:00,0.0,
2022-10-05 10:00:00,0.0,
2022-10-05 10:30:00,0.0,
2022-10-05 12:00:00,0.0,
2022-10-05 13:30:00,0.0,
2022-10-05 15:00:00,0.0,
2022-10-05 15:30:30,0.0,
2022-10-05 23:59:59,0.0,c
2022-10-06 00:00:00,0.0,
2022-10-06 10:00:00,0.0,
2022-10-06 10:30:00,0.0,
2022-10-06 12:00:00,0.0,
2022-10-06 13:30:00,0.0,
2022-10-06 15:00:00,0.0,
2022-10-06 15:30:30,0.0,
2022-10-06 23:59:59,0.0,c
2022-10-07 00:00:00,0.0,
2022-10-07 10:00:00,0.0,
2022-10-07 10:30:00,0.0,
2022-10-07 12:00:00,0.0,
2022-10-07 13:30:00,0.0,
2022-10-07 15:00:00,0.0,
2022-10-07 15:30:30,0.0,
2022-10-07 23:59:59,0.0,w
