date,EU_WAT_2022_Q2,meta
2022-05-04 03:30:00,493.66617467694005,
2022-05-04 04:00:00,484.0762704977378,
2022-05-04 06:00:00,494.5002128185738,
2022-05-04 08:00:00,478.1985864384569,
2022-05-04 10:30:00,480.5145638778167,
2022-05-04 11:00:00,486.4333915539869,
2022-05-04 23:59:59,455.48557839440855,c
2022-05-05 00:00:00,543.268326138134,
2022-05-05 03:30:00,530.2014364992278,
2022-05-05 04:00:00,519.3757912926167,
2022-05-05 06:00:00,549.1243560109278,
2022-05-05 08:00:00,530.8973143624635,
2022-05-05 10:30:00,497.0284428323357,
2022-05-05 11:00:00,528.2543205346797,
2022-05-05 23:59:59,530.7241902169721,c
2022-05-06 00:00:00,520.5476369974435,
2022-05-06 03:30:00,449.0925003607308,
2022-05-06 04:00:00,456.22963214786387,
2022-05-06 06:00:00,442.88474183416974,
2022-05-06 08:00:00,405.6338320035602,
2022-05-06 10:30:00,336.77034384331273,
2022-05-06 11:00:00,346.15636688987706,
2022-05-06 23:59:59,333.7530065486526,w
2022-05-09 00:00:00,319.1248522247979,
2022-05-09 03:30:00,332.2735998317894,
2022-05-09 04:00:00,322.893354575348,
2022-05-09 06:00:00,263.7926781731253,
2022-05-09 08:00:00,236.79986596912886,
2022-05-09 10:30:00,268.5027360090212,
2022-05-09 11:00:00,248.68983628141677,
2022-05-09 23:59:59,181.22955002116305,c
2022-05-10 00:00:00,230.1530270857088,
2022-05-10 03:30:00,264.3603702616633,
2022-05-10 04:00:00,272.6150513551793,
2022-05-10 06:00:00,253.76328063630035,
2022-05-10 08:00:00,240.67308827477473,
2022-05-10 10:30:00,241.42620867161213,
2022-05-10 11:00:00,196.2340431424359,
2022-05-10 23:59:59,208.25195675340865,c
2022-05-11 00:00:00,243.25231997059836,
2022-05-11 03:30:00,227.6517461349663,
2022-05-11 04:00:00,210.2615190225315,
2022-05-11 06:00:00,232.15574764717894,
2022-05-11 08:00:00,214.28056365459952,
2022-05-11 10:30:00,220.4970572923521,
2022-05-11 11:00:00,220.20705213754172,
2022-05-11 23:59:59,197.1605249606282,c
2022-05-12 00:00:00,178.0511688439865,
2022-05-12 03:30:00,113.45121039348896,
2022-05-12 04:00:00,114.36413202709673,
2022-05-12 06:00:00,113.8260943963819,
2022-05-12 08:00:00,128.88367566604256,
2022-05-12 10:30:00,216.32168797654685,
2022-05-12 11:00:00,224.38487667324807,
2022-05-12 23:59:59,195.1140683406029,c
2022-05-13 00:00:00,225.12564909707726,
2022-05-13 03:30:00,205.53133472714762,
2022-05-13 04:00:00,235.64635641586892,
2022-05-13 06:00:00,269.2668915347949,
2022-05-13 08:00:00,262.8275359833315,
2022-05-13 10:30:00,281.30519961547543,
2022-05-13 11:00:00,278.4406968623671,
2022-05-13 23:59:59,305.1572268482478,w
2022-05-16 00:00:00,224.57019918426568,
2022-05-16 03:30:00,184.0577602411263,
2022-05-16 04:00:00,170.63520818661846,
2022-05-16 06:00:00,207.5227918840451,
2022-05-16 08:00:00,176.39080722969675,
2022-05-16 10:30:00,199.8414618850884,
2022-05-16 11:00:00,183.66376572251465,
2022-05-16 23:59:59,186.97044966527665,c
2022-05-17 00:00:00,201.799261262423,
2022-05-17 03:30:00,188.54306571257393,
2022-05-17 04:00:00,186.6822793840306,
2022-05-17 06:00:00,221.49067600909393,
2022-05-17 08:00:00,246.0651310502958,
2022-05-17 10:30:00,247.32160494268055,
2022-05-17 11:00:00,242.7909317826825,
2022-05-17 23:59:59,237.90814316847627,c
2022-05-18 00:00:00,256.6992336248395,
2022-05-18 03:30:00,225.87454049913458,
2022-05-18 04:00:00,210.05838468940783,
2022-05-18 06:00:00,205.29979226896603,
2022-05-18 08:00:00,138.81986676697306,
2022-05-18 10:30:00,72.74104240981524,
2022-05-18 11:00:00,85.82111825238417,
2022-05-18 23:59:59,46.1677357464464,c
2022-05-19 00:00:00,-9.112568417441253,
2022-05-19 03:30:00,-29.921574267478718,
2022-05-19 04:00:00,-20.458841363070405,
2022-05-19 06:00:00,-68.11086146172147,
2022-05-19 08:00:00,-60.933957092077435,
2022-05-19 10:30:00,-32.388053789124115,
2022-05-19 11:00:00,16.723341457266088,
2022-05-19 23:59:59,0.0,a
2022-05-20 00:00:00,40.726706924873724,
2022-05-20 03:30:00,65.10518389967956,
2022-05-20 04:00:00,121.50190638598497,
2022-05-20 06:00:00,61.30988190276503,
2022-05-20 08:00:00,77.75856688321574,
2022-05-20 10:30:00,76.78418223729204,
2022-05-20 11:00:00,73.297359114752,
2022-05-20 23:59:59,52.975176722321066,w
2022-05-23 00:00:00,109.53363626646887,
2022-05-23 03:30:00,121.43859120157413,
2022-05-23 04:00:00,115.04538443783395,
2022-05-23 06:00:00,112.27656642470129,
2022-05-23 08:00:00,111.91587791918482,
2022-05-23 10:30:00,111.48465996052391,
2022-05-23 11:00:00,120.44967594813397,
2022-05-23 23:59:59,103.94468858868231,c
2022-05-24 00:00:00,101.64699363091586,
2022-05-24 03:30:00,103.83804191790887,
2022-05-24 04:00:00,99.91827627040266,
2022-05-24 06:00:00,107.7977915195388,
2022-05-24 08:00:00,105.32383700106175,
2022-05-24 10:30:00,133.55521270619693,
2022-05-24 11:00:00,92.60675534965594,
2022-05-24 23:59:59,75.28126559492284,c
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
0,75.28126559492284,
2022-05-25 00:00:00,123.77202667586607,
2022-05-25 03:30:00,117.4696608699237,
2022-05-25 04:00:00,139.21240491670642,
2022-05-25 06:00:00,142.99609700676683,
2022-05-25 08:00:00,187.63579492226017,
2022-05-25 10:30:00,256.8015900875548,
2022-05-25 11:00:00,241.88363309040096,
2022-05-25 23:59:59,249.71053550602528,c
2022-05-26 00:00:00,242.17439299820626,
2022-05-26 03:30:00,288.7276765229881,
2022-05-26 04:00:00,283.43847101894835,
2022-05-26 06:00:00,265.34076395610873,
2022-05-26 08:00:00,260.778792178643,
2022-05-26 10:30:00,306.57127279515726,
2022-05-26 11:00:00,317.42012720796856,
2022-05-26 23:59:59,345.89813234845906,c
2022-05-27 00:00:00,305.1288714023076,
2022-05-27 03:30:00,271.7558343157925,
2022-05-27 04:00:00,263.4210314289535,
2022-05-27 06:00:00,260.9780010014024,
2022-05-27 08:00:00,273.97537181298776,
2022-05-27 10:30:00,323.4791411998649,
2022-05-27 11:00:00,311.435146857596,
2022-05-27 23:59:59,304.60051870545885,w
2022-05-30 00:00:00,287.22592557516646,
2022-05-30 03:30:00,263.45275457083926,
2022-05-30 04:00:00,265.9190811163553,
2022-05-30 06:00:00,280.25450560254194,
2022-05-30 08:00:00,244.00873902040667,
2022-05-30 10:30:00,235.2360844147156,
2022-05-30 11:00:00,246.8973495712894,
2022-05-30 23:59:59,292.61211140636215,c
2022-05-31 00:00:00,253.71706199459368,
2022-05-31 03:30:00,211.32143672150596,
2022-05-31 04:00:00,220.02827867585665,
2022-05-31 06:00:00,222.05876164010442,
2022-05-31 08:00:00,196.39681596739638,
2022-05-31 10:30:00,171.47007566841694,
2022-05-31 11:00:00,182.1703069496466,
2022-05-31 23:59:59,151.6990625052199,e
2022-06-01 00:00:00,131.54334807170017,
2022-06-01 03:30:00,147.88233740907663,
2022-06-01 04:00:00,103.93514231768268,
2022-06-01 06:00:00,74.14774730993213,
2022-06-01 08:00:00,59.010940483758986,
2022-06-01 10:30:00,73.61327478663225,
2022-06-01 11:00:00,65.51646116029497,
2022-06-01 23:59:59,53.23173166926017,c
2022-06-02 00:00:00,44.398564164841446,
2022-06-02 03:30:00,12.70490453851562,
2022-06-02 04:00:00,26.819500280752436,
2022-06-02 06:00:00,24.64193603504782,
2022-06-02 08:00:00,4.8784817905038835,
2022-06-02 10:30:00,-19.877236502487904,
2022-06-02 11:00:00,-31.310853195689106,
2022-06-02 23:59:59,-25.166507071611704,c
2022-06-03 00:00:00,-37.57931606715465,
2022-06-03 03:30:00,-28.855852191093618,
2022-06-03 04:00:00,-19.480644459328687,
2022-06-03 06:00:00,7.055277413470321,
2022-06-03 08:00:00,8.720412747993578,
2022-06-03 10:30:00,2.5916398444087463,
2022-06-03 11:00:00,5.7331274276280055,
2022-06-03 23:59:59,7.1375760664791414,w
2022-06-06 00:00:00,106.11595468828682,
2022-06-06 03:30:00,149.90979131078484,
2022-06-06 04:00:00,163.65921617292906,
2022-06-06 06:00:00,125.36708147111722,
2022-06-06 08:00:00,150.66417610648296,
2022-06-06 10:30:00,155.30747574983752,
2022-06-06 11:00:00,159.07941037473483,
2022-06-06 23:59:59,124.94131125020476,c
2022-06-07 00:00:00,102.37540273315835,
2022-06-07 03:30:00,106.87082133307104,
2022-06-07 04:00:00,99.92219894064237,
2022-06-07 06:00:00,115.18519350798215,
2022-06-07 08:00:00,95.58398691053526,
2022-06-07 10:30:00,114.37902411306914,
2022-06-07 11:00:00,143.58371653237964,
2022-06-07 23:59:59,112.98182606788123,c
2022-06-08 00:00:00,120.51053174102981,
2022-06-08 03:30:00,83.21645765285211,
2022-06-08 04:00:00,72.39387985574331,
2022-06-08 06:00:00,48.327290827191064,
2022-06-08 08:00:00,41.616145898869036,
2022-06-08 10:30:00,89.66585732109934,
2022-06-08 11:00:00,86.42128464763164,
2022-06-08 23:59:59,116.22336866780779,c
2022-06-09 00:00:00,101.30581811546426,
2022-06-09 03:30:00,80.15400538286667,
2022-06-09 04:00:00,54.41098872777502,
2022-06-09 06:00:00,74.68620430450437,
2022-06-09 08:00:00,69.19389208799157,
2022-06-09 10:30:00,87.59868965760052,
2022-06-09 11:00:00,80.93935286425949,
2022-06-09 23:59:59,36.75756674262266,c
2022-06-10 00:00:00,26.34263497068605,
2022-06-10 03:30:00,63.21026042166295,
2022-06-10 04:00:00,31.35197263498003,
2022-06-10 06:00:00,46.156864726221556,
2022-06-10 08:00:00,19.977829331834982,
2022-06-10 10:30:00,12.566214283670888,
2022-06-10 11:00:00,2.6385408190312774,
2022-06-10 23:59:59,-4.73859045093559,w
2022-06-13 00:00:00,36.66263002305732,
2022-06-13 03:30:00,18.95029291179617,
2022-06-13 04:00:00,21.344336440761253,
2022-06-13 06:00:00,59.935560160004115,
2022-06-13 08:00:00,62.0977892574183,
2022-06-13 10:30:00,56.91438994851069,
2022-06-13 11:00:00,62.496029201622605,
2022-06-13 23:59:59,31.281259040806617,c
2022-06-14 00:00:00,49.479150035563634,
2022-06-14 03:30:00,-22.207041437733096,
2022-06-14 04:00:00,-42.602411070243306,
2022-06-14 06:00:00,-108.40734425721439,
2022-06-14 08:00:00,-40.904561331085915,
2022-06-14 10:30:00,15.650196644970038,
2022-06-14 11:00:00,37.654905198990036,
2022-06-14 23:59:59,43.40747673451051,c
2022-06-15 00:00:00,46.10492676559625,
2022-06-15 03:30:00,1.5217288041403663,
2022-06-15 04:00:00,3.2981427641557275,
2022-06-15 06:00:00,40.79635391876218,
2022-06-15 08:00:00,32.23154638877668,
2022-06-15 10:30:00,2.804638651236928,
2022-06-15 11:00:00,17.0786405082722,
2022-06-15 23:59:59,1.030241910973018,c
2022-06-16 00:00:00,-99.92597664310051,
2022-06-16 03:30:00,-119.2277765862732,
2022-06-16 04:00:00,-181.99375937025616,
2022-06-16 06:00:00,-215.76182723652437,
2022-06-16 08:00:00,-194.07956392704227,
2022-06-16 10:30:00,-192.14298895778938,
2022-06-16 11:00:00,-168.9099631692361,
2022-06-16 23:59:59,-254.43683359362558,c
2022-06-17 00:00:00,-235.66582050194438,
2022-06-17 03:30:00,-229.033261938931,
2022-06-17 04:00:00,-231.17446442220125,
2022-06-17 06:00:00,-195.58201372198073,
2022-06-17 08:00:00,-220.0630936612083,
2022-06-17 10:30:00,-141.4959020774586,
2022-06-17 11:00:00,-150.94383719285634,
2022-06-17 23:59:59,-164.06628501841533,w
2022-06-20 00:00:00,-167.95785235886706,
2022-06-20 03:30:00,-120.35184664823419,
2022-06-20 04:00:00,-130.4883505501416,
2022-06-20 06:00:00,-150.40836204734796,
2022-06-20 08:00:00,-138.8773058536981,
2022-06-20 10:30:00,-81.29670950964373,
2022-06-20 11:00:00,-89.1139661870393,
2022-06-20 23:59:59,-98.16102133757886,c
2022-06-21 00:00:00,-71.09934240620623,
2022-06-21 03:30:00,-106.01555667850062,
2022-06-21 04:00:00,-106.06720138510536,
2022-06-21 06:00:00,-92.86223624125978,
2022-06-21 08:00:00,-103.00180195364601,
2022-06-21 10:30:00,-125.20512505274428,
2022-06-21 11:00:00,-94.80922178716582,
2022-06-21 23:59:59,-93.50553821119729,c
